,sqfeet,beds,baths,income,density,rental,sale,ROI,city
0,2510.4812436932125,4,2,43079.16070954465,26291.94298432324,3637.09,866296.2153393665,238.18388198789867,"Philadelphia, PA"
1,571.1637527968956,1,1,11400.873661763477,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
2,571.1637527968956,1,1,11374.363136782027,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
3,571.1637527968956,1,1,11386.615063188116,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
4,571.1637527968956,1,1,11400.873661763477,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
5,571.1637527968956,1,1,11386.762175993104,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
6,571.1637527968956,1,1,11386.615063188116,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
7,571.1637527968956,1,1,11386.762175993104,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
8,571.1637527968956,1,1,11400.873661763477,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
9,571.1638480333731,1,1,11383.188843613736,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
10,571.1637527968956,1,1,11400.873661763477,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
11,571.1638480333731,1,1,11383.188843613736,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
12,571.1638480333731,1,1,11399.714391873104,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
13,571.1638480333731,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
14,571.1638480333731,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
15,571.1638480333731,1,1,11372.126944912645,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
16,571.1638480333731,1,1,11383.188843613736,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
17,571.1638480333731,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
18,571.1638480333731,1,1,11399.714391873104,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
19,571.1708138636075,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
20,571.1638480333731,1,1,11399.714391873104,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
21,571.1638480333731,1,1,11400.84103348444,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
22,571.1708138636075,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
23,571.1708138636075,1,1,11448.902051298906,19884.181957513814,1898.775,49080.0,25.84824426274835,"Austin, TX"
24,571.1638480333731,1,1,11383.188843613736,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
25,571.1637527968956,2,1,12024.027313105616,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
26,571.1708138636075,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
27,571.1639326200722,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
28,571.1708138636075,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
29,571.1637527968956,2,1,11369.243800678498,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
30,571.1709136541398,1,1,11448.902051298906,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
31,571.1637527968956,2,1,11369.243800678498,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
32,571.1637527968956,1,1,12043.85992003484,20066.428850532597,1872.025,49080.0,26.21759858976242,"Austin, TX"
33,571.1707167394121,1,1,11399.544284036296,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
34,571.1637527968956,2,1,11368.995208266277,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
35,571.1637527968956,2,1,11369.010995492034,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
36,571.1709136541398,1,1,11399.544284036296,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
37,571.1709136541398,1,1,11369.4997735894,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
38,571.1709136541398,1,1,11369.4997735894,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
39,571.1637527968956,2,1,11369.22801345274,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
40,571.1637653435741,1,1,13251.309630815946,22710.174357922835,1742.7269230769232,49080.0,28.16275995400665,"Philadelphia, PA"
41,571.1709136541398,1,1,11369.237573729124,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
42,571.1709136541398,1,1,11369.4997735894,19882.469410449063,1898.775,49080.0,25.84824426274835,"Austin, TX"
43,571.1637527968956,2,1,11369.490213313014,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
44,571.1637527968956,2,1,11369.22801345274,20063.026882850478,1872.025,49080.0,26.21759858976242,"Austin, TX"
45,571.2836586950333,2,1,11827.207922864356,19928.088897797155,1898.775,49080.0,25.84824426274835,"Austin, TX"
46,571.1637653435741,1,1,13251.309630815946,22710.174357922835,1742.7269230769232,49080.0,28.16275995400665,"Philadelphia, PA"
47,571.2836586950333,2,1,11827.207922864356,19928.088897797155,1898.775,49080.0,25.84824426274835,"Austin, TX"
