,sqfeet,beds,baths,income,density,rental,sale,ROI
0,950.47329317311,3,2,46860.523747773295,41007.45967900767,3513.2333333333336,675749.82,192.3441331347192
1,574.1464733132437,2,1,14634.538383193256,21768.056943676598,1703.2169230769232,49080.0,28.81605938445891
2,574.2149695986167,1,1,12062.393224932875,19963.348842102372,1871.995,49080.0,26.218018744708186
3,571.0135108797188,2,1,12300.759387030515,19903.816573730754,1898.775,49080.0,25.84824426274835
4,573.1074741772727,1,1,11414.27830595672,20133.481770631457,1781.995,49080.0,27.54216482088895
5,576.1681154952405,2,1,14722.644795057915,22635.10445230385,1724.4679999999998,49780.0,28.866873725693956
6,574.1178071330851,2,1,11674.185689687276,19903.816573730754,1871.995,49080.0,26.218018744708186
7,937.8265610395157,1,2,11713.512081064098,20128.856898255843,2853.942142857143,123571.0,43.29835498216877
8,973.410246900746,1,2,18699.890611334125,20128.856898255843,2890.4514285714286,135593.0,46.9106654620435
9,574.2014904243864,2,1,12285.474346861789,21769.44721429062,1703.2169230769232,49080.0,28.81605938445891
10,580.0934698824162,2,1,12300.759387030515,19903.816573730754,1890.2379999999998,49780.0,26.335308040574787
11,571.1243303705489,1,1,12883.515249410448,22149.84765331232,1721.166923076923,49080.0,28.515537535580737
12,574.2149695986167,2,1,11635.178731393373,19934.403510932127,1871.995,49080.0,26.218018744708186
13,571.1352847240004,1,1,11827.242012279965,20124.87547097552,1804.095,49080.0,27.20477580171776
14,574.2014904243864,2,1,12285.474346861789,21769.44721429062,1703.2169230769232,49080.0,28.81605938445891
15,511.4479232166602,2,1,14772.699138379841,19909.969416581236,2002.775,59677.0,29.797156445431963
16,571.1352847240004,1,1,12385.552306260586,20008.556831203336,1898.775,49080.0,25.84824426274835
17,579.2325651869471,1,1,12082.934628756002,19961.051097947275,1896.2279999999998,49780.0,26.252117361414346
18,580.2650464170549,1,1,12217.27044728597,20040.765651305548,1899.0279999999998,49780.0,26.213410228811796
19,579.2325651869471,2,1,12082.934628756002,19961.051097947275,1896.2279999999998,49780.0,26.252117361414346
20,579.9959514769873,1,1,12217.27044728597,19903.944743840955,1896.2279999999998,49780.0,26.252117361414346
21,1051.1635815421323,1,1,12075.896568351396,19595.837479284874,2405.23125,98413.88964285716,40.91660194538765
22,580.0934698824162,2,1,12300.759387030515,19903.816573730754,1890.2379999999998,49780.0,26.335308040574787
23,574.2149695986167,2,1,12075.894515663613,21390.875308900177,1703.2169230769232,49080.0,28.81605938445891
24,576.1681154952405,2,1,14722.644795057915,22635.10445230385,1724.4679999999998,49780.0,28.866873725693956
25,571.124578398785,1,1,12385.552306260586,21739.987679511018,1725.316923076923,49080.0,28.446947539627057
26,576.0730777002705,2,1,11554.229225747473,22635.10445230385,1724.4679999999998,49780.0,28.866873725693956
27,571.1352847240004,2,1,11827.242012279965,20124.87547097552,1804.095,49080.0,27.20477580171776
28,580.0934698824162,2,1,12300.759387030515,19903.816573730754,1890.2379999999998,49780.0,26.335308040574787
29,571.1352865422048,1,1,11489.302288190536,20124.87547097552,1804.095,49080.0,27.20477580171776
30,943.2291531218916,2,2,11897.337516190757,45287.99675190003,2933.711285714286,280009.96,95.44564298590294
31,571.1352847240004,1,1,12385.552306260586,20124.87547097552,1804.095,49080.0,27.20477580171776
32,571.0405357688968,1,1,14970.185688290556,21607.749206604094,1725.316923076923,49080.0,28.446947539627057
33,573.1216671362156,1,1,11514.24758992615,21391.553343681822,1703.2169230769232,49080.0,28.81605938445891
34,580.0934698824162,2,1,12300.759387030515,19903.816573730754,1890.2379999999998,49780.0,26.335308040574787
35,574.2149695986167,2,1,11635.178731393373,19934.531681042325,1871.995,49080.0,26.218018744708186
36,573.1216671362156,1,1,11500.904130038094,21391.553343681822,1703.2169230769232,49080.0,28.81605938445891
37,574.2149695986167,2,1,12082.587687546955,21391.553343681822,1703.2169230769232,49080.0,28.81605938445891
38,574.2014904243864,2,1,12285.474346861789,21769.44721429062,1703.2169230769232,49080.0,28.81605938445891
39,942.1204365833711,1,2,30494.733142916237,16881.545554811502,3114.2308333333335,232364.2604166667,74.61369206468049
40,573.1216671362156,1,1,11514.24758992615,21395.426583998666,1703.2169230769232,49080.0,28.81605938445891
41,571.1243303705489,1,1,11521.92729814853,19731.5071378294,1709.355,49080.0,28.712584571373412
42,571.1243303705489,1,1,12105.527831592173,21746.753379082525,1725.316923076923,49080.0,28.446947539627057
43,580.0934698824162,2,1,12300.759387030515,19903.816573730754,1890.2379999999998,49780.0,26.335308040574787
44,571.1243303705489,1,1,12105.527831592173,22190.88353367025,1721.166923076923,49080.0,28.515537535580737
45,571.138922864395,2,1,12074.561132296905,21391.553343681822,1725.316923076923,49080.0,28.446947539627057
46,541.8657502580816,1,1,12075.93432342318,21342.147830811227,1813.6969230769232,58315.0,32.15256047359282
47,574.3404006805154,2,1,11472.287305376587,22655.10197996725,1720.626923076923,49080.0,28.52448682613448
48,523.3836136120542,1,1,14722.644795057915,19909.969416581236,2061.585,59677.0,28.94714503646466
49,619.3244316554476,3,1,29826.259332112502,62101.41182371107,2402.413333333333,89350.0,37.191768277454344
50,966.0881314373344,1,1,18628.202754711572,20114.626967958655,3000.8663095238094,177572.0,59.17357912161635
51,573.1074741772727,1,1,11500.904130038094,21391.553343681822,1703.2169230769232,49080.0,28.81605938445891
52,545.4683576052366,2,1,11630.69145899253,19903.816573730754,2036.755,58315.0,28.631327773836322
53,574.3004773114869,2,1,12327.576988205949,19903.816573730754,1871.995,49080.0,26.218018744708186
