,sqfeet,beds,baths,income,density,rental,sale,ROI
0,514.210813403813,3,1,14476.843750904261,22924.38782017566,1803.4769230769232,62261.0,34.522759456093354
1,999.338449354956,2,1,130375.08882256466,55256.07886373887,3913.23,1311174.8305860807,335.0620409702677
2,317.41228011002386,4,1,18769.60504907026,10085.074710668338,1010.355687194526,58918.0,58.31411724280856
3,932.709341074543,2,1,130402.0173369099,58436.740256858146,3912.13,893379.3559951915,228.36136733574585
4,878.1693300638179,4,1,144939.84245128068,15024.70853757325,3356.383333333333,497495.8021778006,148.22377326123873
5,925.3706871428071,5,1,13390.336605316537,45803.53394994037,3263.16,218510.0,66.96269873374276
6,1099.8565485511426,8,1,11368.0,21247.115443544382,2391.98,121781.54285714288,50.91244193393878
7,933.5793021560302,3,1,128153.54213789372,88029.47486756809,3619.68,660188.65,182.38867800468552
8,934.058655011682,3,1,129164.08122733263,80878.01411919434,3712.01,743038.457510343,200.17145899670072
9,831.4073400291496,3,1,155485.27039222608,15626.402795429516,3523.501666666667,564372.6652547237,160.17380397286328
10,761.5204183479194,5,1,16328.336885763852,39524.964091040216,2967.0233333333326,131450.0,44.30366236868153
11,657.3180361794541,8,1,11368.0,87474.46565570793,2176.6,80940.0,37.18643756317192
12,927.8238727075473,2,1,128918.59239275314,62921.42153467315,3897.78,856947.789328525,219.8553508223976
13,898.6004753918734,3,1,138466.9794760654,77046.90456252651,3727.68,793320.4168402288,212.81880870681735
14,799.0509319433603,7,1,11368.0,90869.856819769,2211.7033333333334,87070.0,39.36784770712166
15,627.2337207956514,1,1,214053.2086091311,59591.571094057465,3452.71,537900.0,155.79066877901707
16,818.4886592445918,6,1,25579.340806820517,39971.49782663221,3099.19,201467.25155279503,65.00642153362493
17,887.9086675812105,3,1,146439.52842942148,18173.00389083838,3374.315,514841.07444651617,152.5764709123233
18,938.1956242847782,2,1,127164.5531107962,56810.22090193957,3768.98,824353.7559951916,218.7206501481015
19,763.9360486309437,5,1,17349.197301170443,40675.72270662785,3004.4533333333325,132399.0,44.067584119573624
20,923.6097670016441,4,1,20984.217364091597,44225.10776404189,3237.48,202310.0,62.489961327946425
21,938.4331717993675,3,1,174547.28357857539,79736.5248713072,3758.5,816974.823548079,217.36725383745616
22,849.9482375774575,5,1,11368.0,39625.07465358419,3015.9,188370.0,62.458967472396296
23,851.0929487946396,5,1,20181.156552281886,40210.612819291266,3040.54,189570.0,62.34747775066271
24,933.1817308692531,3,1,129317.1089243648,80635.78530562457,3712.01,743038.457510343,200.17145899670072
25,933.0940384550101,3,1,129332.41169406803,80611.56242426758,3712.01,743038.457510343,200.17145899670072
