,sqfeet,beds,baths,income,density,rental,sale,TBE
0,1618.9379385165914,1,2,20006.8342720658,17459.380453722235,3787.984,354917.145,93.69552379313113
1,585.8854000237937,1,1,13424.837513985427,20903.25859506848,1696.762,49930.0,29.426637324503968
2,585.8922725588569,1,1,14490.778825529069,19880.70534420271,1888.522,49930.0,26.438664733585313
3,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
4,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
5,1166.0477744869359,1,2,20006.8342720658,17459.380453722235,3332.8446666666664,181362.12,54.41661347553551
6,455.93557600226285,1,1,11656.00651136731,41617.10130938882,2692.484333333334,135750.0,50.418120662540524
7,585.8775264060961,1,1,11561.971575943979,20976.80619378183,1696.762,49930.0,29.426637324503968
8,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
9,585.878366290086,1,1,14527.242134793656,19971.75923692313,1888.522,49930.0,26.438664733585313
10,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
11,585.8922725588569,2,1,15024.693742111913,19880.70534420271,1888.522,49930.0,26.438664733585313
12,527.3243056118401,1,1,14074.39804477696,19880.70534420271,1989.491142857143,57867.5,29.08658337472942
13,542.4548521272541,1,1,14074.39804477696,19880.70534420271,1957.929142857143,56396.5,28.80415780404719
14,585.8763896457539,1,1,14489.960978715051,19888.900173134865,1888.522,49930.0,26.438664733585313
15,585.8670105290644,2,1,11613.971532224065,21409.933474918693,1705.294,49930.0,29.279408711928852
16,571.0945520306591,2,1,13306.926439136883,21047.933798040624,1680.5079120879122,49300.0,29.336368871211224
17,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
18,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
19,585.8922871947436,2,1,13919.99445213305,19880.70534420271,1888.522,49930.0,26.438664733585313
20,585.8775264060961,1,1,11561.971575943979,20976.80619378183,1696.762,49930.0,29.426637324503968
21,586.1081194738222,2,1,14489.960978715051,19890.554740723164,1900.906,52640.0,27.69205841845941
22,585.8916576033199,1,1,14959.840013313033,19880.70534420271,1888.522,49930.0,26.438664733585313
23,585.8922725588569,2,1,15024.693742111913,19880.70534420271,1888.522,49930.0,26.438664733585313
24,1459.1865410098208,1,2,17679.086978825984,18862.99724263532,3542.772,230500.5,65.06218859130647
25,527.3243056118401,1,1,14061.348954917068,19880.70534420271,1989.491142857143,57867.5,29.08658337472942
26,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
27,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
28,585.8763896457539,1,1,14489.960978715051,19888.900173134865,1888.522,49930.0,26.438664733585313
29,585.8697712271143,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
30,585.8905184191561,1,1,11873.84648967744,20976.80619378183,1696.762,49930.0,29.426637324503968
31,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
32,587.1461249592534,2,1,14489.800147035097,19888.900173134865,1905.366,52640.0,27.627238021461494
33,527.3243056118401,2,1,14074.39804477696,19880.70534420271,1989.491142857143,57867.5,29.08658337472942
34,585.8922725588569,1,1,14074.39804477696,19882.88083224247,1888.522,49930.0,26.438664733585313
35,585.8783353408137,2,1,14468.059635933496,19942.71631292022,1888.522,49930.0,26.438664733585313
36,1531.920359450755,2,1,13328.639637238532,20976.22542451249,2622.492,122841.5,46.84151562712107
37,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
38,527.3243056118401,1,1,14061.348954917068,19880.70534420271,1989.491142857143,57867.5,29.08658337472942
39,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
40,585.8894469349857,1,1,14564.481533035996,21053.4886330708,1708.862,49930.0,29.2182750859929
41,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
42,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
43,1030.956493069131,1,2,18117.955208313277,18566.928933204705,3188.3259206349207,166425.995,52.198551573064414
44,585.8916576033199,1,1,14068.684996527805,19880.70534420271,1888.522,49930.0,26.438664733585313
45,585.8775651280971,1,1,11587.880026160074,19888.900173134865,1888.522,49930.0,26.438664733585313
46,587.1461249592534,2,1,14489.801239233802,19888.900173134865,1905.366,52640.0,27.627238021461494
47,571.5333473833169,2,1,13361.439579331565,20979.63423706203,1668.407912087912,49300.0,29.549128629043732
48,1040.4543903787142,1,2,18208.168912492725,18512.107664925705,3197.216253968254,163181.995,51.03877311941761
49,543.1850935517932,1,1,17323.19364459947,19880.60052394139,2032.579,70659.5,34.7634704481351
50,585.8854000237937,1,1,13424.837513985427,20903.25859506848,1696.762,49930.0,29.426637324503968
51,571.816384413271,1,1,11561.971575943979,20976.80619378183,1668.407912087912,49300.0,29.549128629043732
52,542.7375720263223,1,1,17308.647548607307,19880.70534420271,1973.6651428571429,59874.0,30.336453079028605
53,571.816384413271,1,1,11561.971575943979,20976.80619378183,1668.407912087912,49300.0,29.549128629043732
54,585.8902558697033,1,1,11672.994081665114,22705.38438045495,1703.658,49930.0,29.307525336657946
55,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
56,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
57,585.8783353408137,2,1,13321.391661219264,19942.732522832477,1888.522,49930.0,26.438664733585313
58,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
59,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
60,585.8783353408137,2,1,11664.895165335389,19944.79969828162,1888.522,49930.0,26.438664733585313
61,526.9257798911116,1,1,17195.56555600439,19880.70534420271,2065.138,76610.0,37.096794499931725
62,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
63,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
64,527.3243056118401,1,1,14074.39804477696,19880.70534420271,2048.218,68708.0,33.545257389594276
65,585.8763896457539,1,1,14489.960978715051,19888.900173134865,1888.522,49930.0,26.438664733585313
66,585.8902558697033,1,1,13943.643228196574,20021.70197329027,1890.208,49930.0,26.41508236130627
67,585.8783353408137,2,1,13321.391661219264,19942.732522832477,1888.522,49930.0,26.438664733585313
68,542.4548521272541,1,1,14059.838862735844,19880.70534420271,1957.929142857143,56396.5,28.80415780404719
69,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
70,585.8902558697033,1,1,13943.643228196574,20021.70197329027,1890.208,49930.0,26.41508236130627
71,527.3243056118401,2,1,17546.902792025296,19880.70534420271,2006.411142857143,61205.0,30.504714957296173
72,587.1461249592534,2,1,12458.01251088478,19888.900173134865,1905.366,52640.0,27.627238021461494
73,585.8783353408137,2,1,12404.870148884565,19942.732522832477,1888.522,49930.0,26.438664733585313
74,570.9082582088977,2,1,13306.926439136883,21057.845322105157,1680.5079120879122,49300.0,29.336368871211224
75,585.878366290086,1,1,14527.242134793656,19971.75923692313,1888.522,49930.0,26.438664733585313
76,527.3243056118401,1,1,14074.39804477696,19880.70534420271,1989.491142857143,57867.5,29.08658337472942
77,585.8902558697033,1,1,13943.643228196574,20021.70197329027,1890.208,49930.0,26.41508236130627
78,585.877788955549,1,1,11561.971575943979,20976.80619378183,1696.762,49930.0,29.426637324503968
79,1043.9874855898083,2,1,14074.39804477696,19880.70534420271,2459.8562666666667,82091.38701190476,33.372432415795664
80,585.8783353408137,2,1,13017.634211723747,19944.79969828162,1888.522,49930.0,26.438664733585313
81,586.1081194738222,1,1,11568.393924672055,19888.900173134865,1900.906,52640.0,27.69205841845941
82,585.8666246364675,2,1,13393.330034896751,21409.933474918693,1705.294,49930.0,29.279408711928852
83,585.8783353408137,2,1,13321.391661219264,19944.79969828162,1888.522,49930.0,26.438664733585313
84,585.8783353408137,2,1,13321.391661219264,19942.71631292022,1888.522,49930.0,26.438664733585313
85,542.4548521272541,1,1,17308.647548607307,19880.70534420271,2032.579,70659.5,34.7634704481351
86,585.8783353408137,2,1,11664.895165335389,19944.79969828162,1888.522,49930.0,26.438664733585313
87,571.0945520306591,2,1,13306.926439136883,20976.22542451249,1668.407912087912,49300.0,29.549128629043732
88,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
89,585.877788955549,1,1,11519.87409355113,19887.911632645613,1888.522,49930.0,26.438664733585313
90,585.8765990352791,1,1,14483.158337279452,19888.900173134865,1888.522,49930.0,26.438664733585313
91,585.8902558697033,1,1,14508.29358830144,21052.907863801458,1708.862,49930.0,29.2182750859929
92,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
93,539.9082463343028,1,1,13627.946395371584,19888.900173134865,1955.049142857143,56396.5,28.84658946095911
94,574.9390548704773,1,1,14059.838862735844,19880.70534420271,1811.8136761904761,49300.0,27.21030349194532
95,585.8922725588569,1,1,14074.39804477696,19880.70534420271,1888.522,49930.0,26.438664733585313
96,586.1081194738222,1,1,14489.960978715051,19888.900173134865,1900.906,52640.0,27.69205841845941
97,586.1081194738222,1,1,14489.960978715051,19888.900173134865,1900.906,52640.0,27.69205841845941
98,585.8902558697033,1,1,13670.288165885037,20976.80619378183,1696.762,49930.0,29.426637324503968
99,585.8902558697033,1,1,14486.580390197189,21052.907863801458,1708.862,49930.0,29.2182750859929
