,sqfeet,beds,baths,income,density,ROI,rental,sale
0,663.3231864246063,2,1,23470.368761691567,89894.38005225164,20.886637773484413,3447.18,72000.0
1,663.3232002155146,2,1,23486.744294423876,90629.58726249036,20.886637773484413,3447.18,72000.0
2,663.3231864173582,2,1,23476.482879596293,91203.37077478174,20.886637773484413,3447.18,72000.0
3,663.3231904489986,2,1,23511.6723472039,89875.97991601191,20.886637773484413,3447.18,72000.0
4,663.32327324458,1,1,23499.889139672097,89899.54973970013,20.886637773484413,3423.57,72000.0
5,663.3231873848324,2,1,22928.954249964478,90632.23186641453,20.886637773484413,3447.18,72000.0
6,663.3379886000067,2,1,23051.98047225735,90437.15905268512,20.886637773484413,3447.18,72000.0
7,663.3379886000067,1,1,23050.669238286086,89902.31329827671,20.886637773484413,3423.57,72000.0
8,663.3225747819512,1,1,22930.597953924815,90123.76103694663,20.886637773484413,3423.57,72000.0
9,663.326656526086,2,1,23486.744294423876,90095.37553267868,20.886637773484413,3447.18,72000.0
10,663.3232710275315,1,1,23049.251119665754,89898.15622602537,20.886637773484413,3423.57,72000.0
11,663.323176368716,1,1,22929.91894383002,91167.26260413422,20.886637773484413,3423.57,72000.0
12,663.3231581635226,2,1,23022.371449741844,90610.3018223969,20.886637773484413,3447.18,72000.0
13,663.3231864173073,1,1,22930.597953924815,89901.26604515444,20.886637773484413,3423.57,72000.0
14,663.3229152294177,1,1,23409.073073275722,89896.16631062498,20.886637773484413,3423.57,72000.0
15,663.3228223001121,2,1,23030.186548343798,89894.30570532652,20.886637773484413,3447.18,72000.0
16,663.3231864246063,1,1,23490.220980588078,90812.44943883108,20.886637773484413,3423.57,72000.0
17,663.3225779926464,2,1,23051.399647452163,89893.9387673002,20.886637773484413,3447.18,72000.0
18,663.3225747819512,1,1,22912.53617714826,90123.76103694663,20.886637773484413,3423.57,72000.0
19,663.3229152294177,1,1,23426.576454339356,89896.16631062498,20.886637773484413,3423.57,72000.0
20,663.3303484253081,2,1,23486.744294423876,91203.1149270081,20.886637773484413,3447.18,72000.0
21,663.3229754119666,1,1,22938.7922808104,90123.76103694663,20.886637773484413,3423.57,72000.0
22,663.3231436900152,2,1,23486.54715308955,89893.64887369263,20.886637773484413,3447.18,72000.0
23,663.3267129691279,1,1,23488.612514590794,90817.18461165672,20.886637773484413,3423.57,72000.0
24,663.3231864246063,1,1,22931.670106939062,90456.93399589467,20.886637773484413,3423.57,72000.0
25,663.3219117987122,2,1,23511.6723472039,89875.97991601191,20.886637773484413,3447.18,72000.0
26,663.3226359492969,2,1,23469.200205350044,89894.0080969541,20.886637773484413,3447.18,72000.0
27,663.3266978327199,2,1,23460.007321611723,89909.21463553813,20.886637773484413,3447.18,72000.0
28,663.3219117987122,2,1,23511.6723472039,89875.98125757184,20.886637773484413,3447.18,72000.0
29,663.3229158656653,2,1,23407.22008800187,89896.34635029863,20.886637773484413,3447.18,72000.0
30,663.3225773563987,1,1,23052.694237013093,89893.75872762657,20.886637773484413,3423.57,72000.0
31,663.3231814114602,2,1,23036.59247052141,89906.33997511525,20.886637773484413,3447.18,72000.0
32,663.3231666302963,2,1,22930.061640941778,90656.33689142083,20.886637773484413,3447.18,72000.0
33,664.6938003022062,1,1,22924.39714535287,91115.98671848321,20.886637773484413,3423.57,72000.0
34,663.3231864246063,2,1,23470.368761691567,89894.38005225164,20.886637773484413,3447.18,72000.0
35,663.3384921202328,2,1,23050.669238286086,89902.31329827671,20.886637773484413,3447.18,72000.0
36,663.3231436900152,2,1,23486.54715308955,89909.29361736162,20.886637773484413,3447.18,72000.0
37,663.323144529932,2,1,23486.54715308955,89893.64887369263,20.886637773484413,3447.18,72000.0
38,663.32327324458,1,1,22958.603397116112,89899.54973970013,20.886637773484413,3423.57,72000.0
39,663.4732233863954,1,1,23060.829378585717,90052.86561181699,20.886637773484413,3423.57,72000.0
40,663.323144529932,2,1,23476.156768553185,91234.02180544431,20.886637773484413,3447.18,72000.0
41,663.3231436900152,2,1,23486.54715308955,89893.64887369263,20.886637773484413,3447.18,72000.0
42,663.3229357010861,1,1,23049.108422553996,89927.31243730262,20.886637773484413,3423.57,72000.0
43,663.3232710275315,1,1,22930.061640941778,90020.33985166569,20.886637773484413,3423.57,72000.0
44,663.3225779926464,2,1,23051.399647452163,89893.9387673002,20.886637773484413,3447.18,72000.0
45,663.3219196132877,2,1,23046.635839227387,90594.88082743225,20.886637773484413,3447.18,72000.0
46,663.3231369350789,2,1,23052.51319606081,89893.64887369263,20.886637773484413,3447.18,72000.0
47,663.3229152294177,1,1,23408.514677562805,89896.16631062498,20.886637773484413,3423.57,72000.0
48,663.3231436900152,2,1,23486.54715308955,89899.68416116662,20.886637773484413,3447.18,72000.0
49,663.3219117987122,2,1,23511.515408283674,89875.97991601191,20.886637773484413,3447.18,72000.0
50,663.3231546473726,1,1,23050.24842311527,90648.18887744065,20.886637773484413,3423.57,72000.0
51,663.3231873848324,2,1,23486.744294423876,90632.23186641453,20.886637773484413,3447.18,72000.0
52,664.6938003022062,1,1,22924.39714535287,89899.15660480798,20.886637773484413,3423.57,72000.0
53,663.323144529932,2,1,23486.54715308955,89893.64887369263,20.886637773484413,3447.18,72000.0
54,663.3229266891725,1,1,23413.511652278,90621.66765405938,20.886637773484413,3423.57,72000.0
55,663.3229266891725,2,1,23469.95076019295,90632.44993077246,20.886637773484413,3447.18,72000.0
56,663.3241620547132,1,1,23048.35709325123,89898.39935042142,20.886637773484413,3423.57,72000.0
57,663.3232710275315,1,1,22930.061640941778,89899.10695313809,20.886637773484413,3423.57,72000.0
58,663.5034167601286,2,1,23486.744294423876,90081.79800296147,20.886637773484413,3447.18,72000.0
59,663.3231864246065,2,1,22930.572853407008,89894.30570532652,20.886637773484413,3447.18,72000.0
60,663.3219412499255,2,1,23494.111359933893,89876.26472899718,20.886637773484413,3447.18,72000.0
61,663.322915030891,2,1,23408.514677562805,90598.21419582827,20.886637773484413,3447.18,72000.0
62,663.3231864246063,1,1,23490.220980588078,90812.44943883108,20.886637773484413,3423.57,72000.0
63,663.3231436900152,2,1,23486.54715308955,89893.64887369263,20.886637773484413,3447.18,72000.0
64,663.3229266891725,1,1,22944.052816897147,90621.89202138057,20.886637773484413,3423.57,72000.0
65,663.322915030891,1,1,23408.514677562805,90598.21419582827,20.886637773484413,3423.57,72000.0
66,663.3384921202328,2,1,23050.033642670536,89902.31329827671,20.886637773484413,3447.18,72000.0
67,663.3225779926464,2,1,23056.46295502668,89893.9387673002,20.886637773484413,3447.18,72000.0
68,663.3229266891725,2,1,23050.43899404935,90632.43450787025,20.886637773484413,3447.18,72000.0
69,663.3231864246063,2,1,23470.368761691567,89894.38005225164,20.886637773484413,3447.18,72000.0
70,663.3303484253081,2,1,23486.744294423876,91203.1149270081,20.886637773484413,3447.18,72000.0
71,663.4732233863954,1,1,23050.43899404935,90627.5165712742,20.886637773484413,3423.57,72000.0
72,663.3231864246063,1,1,22913.35073361623,90081.79800296147,20.886637773484413,3423.57,72000.0
73,663.3232710275315,1,1,22930.061640941778,89899.10695313809,20.886637773484413,3423.57,72000.0
74,663.3231814114602,2,1,23036.59247052141,89906.33997511525,20.886637773484413,3447.18,72000.0
75,663.3165607722856,2,1,23469.200205350044,89894.0080969541,20.886637773484413,3447.18,72000.0
76,663.3229754119666,1,1,22938.7922808104,90123.76103694663,20.886637773484413,3423.57,72000.0
77,663.3268675387228,1,1,23478.549967538293,89909.21463553813,20.886637773484413,3423.57,72000.0
78,663.323157915017,2,1,23022.371449741844,91160.43455306118,20.886637773484413,3447.18,72000.0
79,663.3231806390754,2,1,22924.980616493423,89903.53919060764,20.886637773484413,3447.18,72000.0
80,663.3231864246063,2,1,23052.466029936033,89899.64978296256,20.886637773484413,3447.18,72000.0
81,663.32327324458,1,1,22930.660071119455,89894.2056620641,20.886637773484413,3423.57,72000.0
82,663.3231891965742,1,1,22929.480555269653,91131.88354442151,20.886637773484413,3423.57,72000.0
83,663.3229357010861,1,1,23049.108422553996,89927.31243730262,20.886637773484413,3423.57,72000.0
84,663.3236899448294,1,1,22930.597953924815,90123.76103694663,20.886637773484413,3423.57,72000.0
85,663.3379886000067,2,1,23050.669238286086,89902.31329827671,20.886637773484413,3447.18,72000.0
86,663.316624029435,2,1,23451.672072634196,89894.93473712374,20.886637773484413,3447.18,72000.0
87,663.3231864246034,1,1,22929.421563934782,89937.83383504879,20.886637773484413,3423.57,72000.0
88,663.3233431766233,1,1,23052.553247648477,89899.54973970013,20.886637773484413,3423.57,72000.0
89,663.3231832086781,2,1,23510.464718123767,89875.85098449574,20.886637773484413,3447.18,72000.0
90,663.3219117987122,2,1,23511.6723472039,89875.97991601191,20.886637773484413,3447.18,72000.0
91,663.3266932809377,1,1,23050.669238286086,89903.53919060764,20.886637773484413,3423.57,72000.0
92,663.3231436900152,2,1,23486.54715308955,89909.29361736162,20.886637773484413,3447.18,72000.0
93,663.3225779926464,2,1,23054.120603237257,90658.71363344841,20.886637773484413,3447.18,72000.0
94,663.3241620547132,1,1,23047.873147836945,89896.40257136122,20.886637773484413,3423.57,72000.0
95,663.3229266891725,1,1,23054.14179475479,90635.2202888066,20.886637773484413,3423.57,72000.0
96,663.32327324458,1,1,22942.0990952127,89899.54973970013,20.886637773484413,3423.57,72000.0
97,663.3231864246063,1,1,22913.35073361623,90081.79800296147,20.886637773484413,3423.57,72000.0
98,663.3229152294177,1,1,23408.514677562805,89896.16631062498,20.886637773484413,3423.57,72000.0
99,663.3232710275315,1,1,22930.061640941778,89899.10695313809,20.886637773484413,3423.57,72000.0
